id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Label
178,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,47756,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615528287,1627615528287,0,1,79,1627615528287,1627615528287,0,1,79,0,0,0,0,0,79,79.0,0.0,79,79,79.0,0.0,79,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,play.googleapis.com,,,,,arp_spoofing
113,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,51634,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615528286,1627615528286,0,1,89,1627615528286,1627615528286,0,1,89,0,0,0,0,0,89,89.0,0.0,89,89,89.0,0.0,89,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,connectivitycheck.gstatic.com,,,,,arp_spoofing
231,0,10.55.0.160,d2:19:d4:e9:94:86,d2:19:d4,55939,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614533837,1627614533872,35,2,358,1627614533837,1627614533872,35,2,358,0,0,0,0,0,179,179.0,0.0,179,179,179.0,0.0,179,0,0.0,0.0,0,35,35.0,0.0,35,35,35.0,0.0,35,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
718,0,10.48.87.161,d2:19:d4:e9:94:86,d2:19:d4,50216,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614989116,1627614989116,0,1,167,1627614989116,1627614989116,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
132,0,10.48.90.165,d2:19:d4:e9:94:86,d2:19:d4,61405,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614754298,1627614754298,0,1,167,1627614754298,1627614754298,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
479,0,10.55.0.85,d2:19:d4:e9:94:86,d2:19:d4,57803,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627615610578,1627615610622,44,2,358,1627615610578,1627615610622,44,2,358,0,0,0,0,0,179,179.0,0.0,179,179,179.0,0.0,179,0,0.0,0.0,0,44,44.0,0.0,44,44,44.0,0.0,44,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
421,0,10.39.0.15,d2:19:d4:e9:94:86,d2:19:d4,56801,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627615179152,1627615179193,41,2,358,1627615179152,1627615179193,41,2,358,0,0,0,0,0,179,179.0,0.0,179,179,179.0,0.0,179,0,0.0,0.0,0,41,41.0,0.0,41,41,41.0,0.0,41,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
740,0,192.168.0.131,7e:d1:9d:c4:d1:73,7e:d1:9d,1900,10.49.105.142,9e:a7:07:1a:a0:d2,9e:a7:07,60183,17,4,0,0,1627614995104,1627614995104,0,1,380,1627614995104,1627614995104,0,1,380,0,0,0,0,0,380,380.0,0.0,380,380,380.0,0.0,380,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,,,,,,normal
41,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,38818,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615513753,1627615513753,0,1,89,1627615513753,1627615513753,0,1,89,0,0,0,0,0,89,89.0,0.0,89,89,89.0,0.0,89,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,connectivitycheck.gstatic.com,,,,,arp_spoofing
96,0,10.48.49.62,d2:19:d4:e9:94:86,d2:19:d4,54109,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614743088,1627614743088,0,1,167,1627614743088,1627614743088,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
766,0,172.23.74.121,d2:19:d4:e9:94:86,d2:19:d4,56560,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614621167,1627614621167,0,1,167,1627614621167,1627614621167,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
194,0,192.168.0.102,ca:47:5f:92:ed:09,ca:47:5f,33701,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615129315,1627615134316,5001,2,164,1627615129315,1627615134316,5001,2,164,0,0,0,0,0,82,82.0,0.0,82,82,82.0,0.0,82,0,0.0,0.0,0,5001,5001.0,0.0,5001,5001,5001.0,0.0,5001,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,android.googleapis.com,,,,,arp_spoofing
195,0,192.168.0.131,7e:d1:9d:c4:d1:73,7e:d1:9d,1900,10.48.14.31,9e:a7:07:1a:a0:d2,9e:a7:07,52159,17,4,0,0,1627614895009,1627614895009,0,1,380,1627614895009,1627614895009,0,1,380,0,0,0,0,0,380,380.0,0.0,380,380,380.0,0.0,380,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,,,,,,normal
351,0,192.168.0.131,7e:d1:9d:c4:d1:73,7e:d1:9d,42162,10.131.130.146,9e:a7:07:1a:a0:d2,9e:a7:07,49152,6,4,0,0,1627614909074,1627614912076,3002,3,222,1627614909074,1627614912076,3002,3,222,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,998,1501.0,711.3494218736666,2004,998,1501.0,711.3494218736666,2004,0,0.0,0.0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,normal
104,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,41449,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615526523,1627615526523,0,1,78,1627615526523,1627615526523,0,1,78,0,0,0,0,0,78,78.0,0.0,78,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,www.googleapis.com,,,,,arp_spoofing
711,0,192.168.0.131,7e:d1:9d:c4:d1:73,7e:d1:9d,34960,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627614995183,1627614995183,0,1,74,1627614995183,1627614995183,0,1,74,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,www.google.com,,,,,arp_spoofing
213,0,192.168.0.102,ca:47:5f:92:ed:09,ca:47:5f,64339,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615134702,1627615139706,5004,2,152,1627615134702,1627615139706,5004,2,152,0,0,0,0,0,76,76.0,0.0,76,76,76.0,0.0,76,0,0.0,0.0,0,5004,5004.0,0.0,5004,5004,5004.0,0.0,5004,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Facebook,Network,0,6,api.facebook.com,,,,,arp_spoofing
147,0,192.168.0.111,a2:bd:fa:b5:89:92,a2:bd:fa,59517,10.48.3.162,9e:a7:07:1a:a0:d2,9e:a7:07,58420,17,4,0,0,1627614524388,1627614524388,0,1,557,1627614524388,1627614524388,0,1,557,0,0,0,0,0,557,557.0,0.0,557,557,557.0,0.0,557,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,,,,,,normal
317,0,192.168.0.102,ca:47:5f:92:ed:09,ca:47:5f,40646,172.217.167.86,d2:19:d4:e9:94:86,d2:19:d4,443,6,4,0,0,1627615153288,1627615173612,20324,13,886,1627615153288,1627615168612,15324,5,370,1627615153305,1627615173612,20307,8,516,60,68.15384615384615,5.2574733133916745,74,74,74.0,0.0,74,60,64.5,2.7774602993176543,66,16,1693.6666666666663,1759.7340880388892,4984,1012,3831.0,3123.5195960113115,8126,1011,2900.9999999999995,1711.6581629129885,4984,11,0,0,0,8,0,2,0,5,0,0,0,0,0,0,0,6,0,0,0,8,0,2,0,TLS,Web,1,1,,,,,,normal
42,0,192.168.0.131,7e:d1:9d:c4:d1:73,7e:d1:9d,53957,192.168.0.1,d2:19:d4:e9:94:86,d2:19:d4,53,17,4,0,0,1627614873442,1627614887454,14012,3,238,1627614873442,1627614887454,14012,2,148,1627614873443,1627614873443,0,1,90,74,79.33333333333333,9.237604307034012,90,74,74.0,0.0,74,90,90.0,0.0,90,1,7006.0,9906.56600442353,14011,14012,14012.0,0.0,14012,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,www.google.com,,,,,normal
193,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,40307,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615530527,1627615530527,0,1,78,1627615530527,1627615530527,0,1,78,0,0,0,0,0,78,78.0,0.0,78,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,www.googleapis.com,,,,,arp_spoofing
61,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,46486,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615519351,1627615519351,0,1,89,1627615519351,1627615519351,0,1,89,0,0,0,0,0,89,89.0,0.0,89,89,89.0,0.0,89,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,connectivitycheck.gstatic.com,,,,,arp_spoofing
432,0,10.129.155.176,d2:19:d4:e9:94:86,d2:19:d4,3702,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,3702,17,4,0,0,1627615564515,1627615564549,34,2,2016,1627615564515,1627615564549,34,2,2016,0,0,0,0,0,1008,1008.0,0.0,1008,1008,1008.0,0.0,1008,0,0.0,0.0,0,34,34.0,0.0,34,34,34.0,0.0,34,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSD,Network,0,6,,,,,,normal
148,0,10.49.122.60,d2:19:d4:e9:94:86,d2:19:d4,52374,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614903549,1627614903549,0,1,167,1627614903549,1627614903549,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
339,0,192.168.0.131,7e:d1:9d:c4:d1:73,7e:d1:9d,60750,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627614908398,1627614998327,89929,50,6736,1627614908398,1627614998327,89929,37,2955,1627614916012,1627614983691,67679,13,3781,78,134.72000000000006,93.63935157435311,310,78,79.86486486486486,1.5304712811230214,82,279,290.84615384615387,10.597532368796635,310,0,1835.2857142857144,4907.302929478336,33543,0,2498.0277777777787,5601.563921855655,33544,61,5639.916666666668,9931.247064953704,33543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.NetFlix,Network,0,6,appboot.netflix.com,,,,,arp_spoofing
782,0,10.82.31.159,d2:19:d4:e9:94:86,d2:19:d4,59040,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614624775,1627614624775,0,1,500,1627614624775,1627614624775,0,1,500,0,0,0,0,0,500,500.0,0.0,500,500,500.0,0.0,500,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
234,0,192.168.0.102,ca:47:5f:92:ed:09,ca:47:5f,12235,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615139332,1627615144333,5001,2,164,1627615139332,1627615144333,5001,2,164,0,0,0,0,0,82,82.0,0.0,82,82,82.0,0.0,82,0,0.0,0.0,0,5001,5001.0,0.0,5001,5001,5001.0,0.0,5001,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,android.googleapis.com,,,,,arp_spoofing
618,0,10.51.8.160,d2:19:d4:e9:94:86,d2:19:d4,49264,239.255.255.250,46:c0:e1:eb:fe:23,46:c0:e1,1900,17,4,0,0,1627614960340,1627614960341,1,7,1169,1627614960340,1627614960341,1,7,1169,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.1666666666666666,0.4082482904638629,1,0,0.1666666666666666,0.4082482904638629,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,,normal
862,0,192.168.0.111,a2:bd:fa:b5:89:92,a2:bd:fa,60011,10.50.104.72,d2:19:d4:e9:94:86,d2:19:d4,54323,17,4,0,0,1627614640462,1627614640462,0,1,557,1627614640462,1627614640462,0,1,557,0,0,0,0,0,557,557.0,0.0,557,557,557.0,0.0,557,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,,,,,,normal
257,0,192.168.0.102,ca:47:5f:92:ed:09,ca:47:5f,4622,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615139332,1627615144333,5001,2,164,1627615139332,1627615144333,5001,2,164,0,0,0,0,0,82,82.0,0.0,82,82,82.0,0.0,82,0,0.0,0.0,0,5001,5001.0,0.0,5001,5001,5001.0,0.0,5001,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,android.googleapis.com,,,,,arp_spoofing
190,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,43514,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615530277,1627615530277,0,1,79,1627615530277,1627615530277,0,1,79,0,0,0,0,0,79,79.0,0.0,79,79,79.0,0.0,79,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,play.googleapis.com,,,,,arp_spoofing
303,0,192.168.0.121,5e:ea:b2:63:fc:aa,5e:ea:b2,56697,192.168.0.1,9e:a7:07:1a:a0:d2,9e:a7:07,53,17,4,0,0,1627615541220,1627615541220,0,1,79,1627615541220,1627615541220,0,1,79,0,0,0,0,0,79,79.0,0.0,79,79,79.0,0.0,79,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,play.googleapis.com,,,,,arp_spoofing
